HGNC ID,Approved symbol,Approved name,Status,Locus type,Previous symbols,Alias symbols,Chromosome,NCBI Gene ID,Ensembl gene ID,Vega gene ID,Group ID,Group name
HGNC:13659,CLK4,CDC like kinase 4,Approved,gene with protein product,,,5q35.3,57396,ENSG00000113240,OTTHUMG00000130893,480,CDC like kinases
HGNC:30880,CISD1,CDGSH iron sulfur domain 1,Approved,gene with protein product,"C10orf70, ZCD1","MDS029, mitoNEET",10q21.1,55847,ENSG00000122873,OTTHUMG00000018266,481,CDGSH iron sulfur domain containing
HGNC:24212,CISD2,CDGSH iron sulfur domain 2,Approved,gene with protein product,"ZCD2, WFS2","Miner1, ERIS, NAF-1",4q24,493856,ENSG00000145354,OTTHUMG00000161014,481,CDGSH iron sulfur domain containing
HGNC:27578,CISD3,CDGSH iron sulfur domain 3,Approved,gene with protein product,,"Miner2, MiNT",17q12,284106,ENSG00000277972,OTTHUMG00000188500,481,CDGSH iron sulfur domain containing
HGNC:8740,CHMP1A,charged multivesicular body protein 1A,Approved,gene with protein product,"PRSM1, PCOLN3","KIAA0047, CHMP1, Vps46A",16q24.3,5119,ENSG00000131165,OTTHUMG00000169521,482,Charged multivesicular body proteins
HGNC:24287,CHMP1B,charged multivesicular body protein 1B,Approved,gene with protein product,,"CHMP1.5, C18orf2, Vps46B",18p11.21,57132,ENSG00000255112,OTTHUMG00000165820,482,Charged multivesicular body proteins
HGNC:30216,CHMP2A,charged multivesicular body protein 2A,Approved,gene with protein product,,"BC-2, CHMP2, VPS2, VPS2A",19q13.43,27243,ENSG00000130724,OTTHUMG00000183547,482,Charged multivesicular body proteins
HGNC:24537,CHMP2B,charged multivesicular body protein 2B,Approved,gene with protein product,,"DKFZP564O123, CHMP2.5, VPS2B",3p11.2,25978,ENSG00000083937,OTTHUMG00000158982,482,Charged multivesicular body proteins
HGNC:29865,CHMP3,charged multivesicular body protein 3,Approved,gene with protein product,VPS24,"NEDF, CGI-149",2p11.2,51652,ENSG00000115561,OTTHUMG00000153189,482,Charged multivesicular body proteins
HGNC:20274,CHMP4A,charged multivesicular body protein 4A,Approved,gene with protein product,C14orf123,"HSPC134, VPS32A, hSnf7-1, Snf7-1",14q12,29082,ENSG00000254505,OTTHUMG00000167036,482,Charged multivesicular body proteins
HGNC:16171,CHMP4B,charged multivesicular body protein 4B,Approved,gene with protein product,C20orf178,"dJ553F4.4, Shax1, SNF7-2, VPS32B",20q11.22,128866,ENSG00000101421,OTTHUMG00000032272,482,Charged multivesicular body proteins
HGNC:30599,CHMP4C,charged multivesicular body protein 4C,Approved,gene with protein product,,"MGC22825, Shax3, VPS32C",8q21.13,92421,ENSG00000164695,OTTHUMG00000164726,482,Charged multivesicular body proteins
HGNC:26942,CHMP5,charged multivesicular body protein 5,Approved,gene with protein product,"C9orf83, SNF7DC2","Spike, Vps60, CGI-34, HSPC177",9p13.3,51510,ENSG00000086065,OTTHUMG00000019765,482,Charged multivesicular body proteins
HGNC:25675,CHMP6,charged multivesicular body protein 6,Approved,gene with protein product,,"FLJ11749, VPS20",17q25.3,79643,ENSG00000176108,OTTHUMG00000177645,482,Charged multivesicular body proteins
HGNC:28439,CHMP7,charged multivesicular body protein 7,Approved,gene with protein product,,MGC29816,8p21.3,91782,ENSG00000147457,OTTHUMG00000131785,482,Charged multivesicular body proteins
HGNC:10609,CCL1,C-C motif chemokine ligand 1,Approved,gene with protein product,SCYA1,"I-309, TCA3, P500, SISe",17q12,6346,ENSG00000108702,OTTHUMG00000132888,483,Chemokine ligands
HGNC:10610,CCL11,C-C motif chemokine ligand 11,Approved,gene with protein product,SCYA11,"eotaxin, MGC22554",17q12,6356,ENSG00000172156,OTTHUMG00000132884,483,Chemokine ligands
HGNC:10611,CCL13,C-C motif chemokine ligand 13,Approved,gene with protein product,SCYA13,"MCP-4, NCC-1, SCYL1, CKb10, MGC17134",17q12,6357,ENSG00000181374,OTTHUMG00000132890,483,Chemokine ligands
HGNC:10612,CCL14,C-C motif chemokine ligand 14,Approved,gene with protein product,SCYA14,"HCC-1, HCC-3, NCC-2, SCYL2, CKb1, MCIF",17q12,6358,ENSG00000276409,OTTHUMG00000188403,483,Chemokine ligands
HGNC:10613,CCL15,C-C motif chemokine ligand 15,Approved,gene with protein product,SCYA15,"HCC-2, NCC-3, SCYL3, MIP-5, Lkn-1, MIP-1d, HMRP-2B",17q12,6359,ENSG00000275718,OTTHUMG00000188406,483,Chemokine ligands
HGNC:10614,CCL16,C-C motif chemokine ligand 16,Approved,gene with protein product,SCYA16,"NCC-4, SCYL4, LEC, HCC-4, LMC, LCC-1, CKb12, Mtn-1",17q12,6360,ENSG00000275152,OTTHUMG00000188402,483,Chemokine ligands
HGNC:10615,CCL17,C-C motif chemokine ligand 17,Approved,gene with protein product,SCYA17,"TARC, ABCD-2",16q21,6361,ENSG00000102970,OTTHUMG00000133468,483,Chemokine ligands
HGNC:10616,CCL18,C-C motif chemokine ligand 18,Approved,gene with protein product,SCYA18,"DC-CK1, PARC, AMAC-1, DCCK1, MIP-4, CKb7",17q12,6362,ENSG00000275385,OTTHUMG00000188410,483,Chemokine ligands
HGNC:10617,CCL19,C-C motif chemokine ligand 19,Approved,gene with protein product,SCYA19,"ELC, MIP-3b, exodus-3, CKb11",9p13.3,6363,ENSG00000172724,OTTHUMG00000019833,483,Chemokine ligands
HGNC:10618,CCL2,C-C motif chemokine ligand 2,Approved,gene with protein product,SCYA2,"MCP1, MCP-1, MCAF, SMC-CF, GDCF-2, HC11, MGC9434",17q12,6347,ENSG00000108691,OTTHUMG00000132887,483,Chemokine ligands
HGNC:10619,CCL20,C-C motif chemokine ligand 20,Approved,gene with protein product,SCYA20,"LARC, MIP-3a, exodus-1, ST38, CKb4",2q36.3,6364,ENSG00000115009,OTTHUMG00000133189,483,Chemokine ligands
HGNC:10620,CCL21,C-C motif chemokine ligand 21,Approved,gene with protein product,SCYA21,"SLC, exodus-2, TCA4, CKb9, 6Ckine, ECL",9p13.3,6366,ENSG00000137077,OTTHUMG00000019838,483,Chemokine ligands
HGNC:10621,CCL22,C-C motif chemokine ligand 22,Approved,gene with protein product,SCYA22,"MDC, STCP-1, ABCD-1, DC/B-CK, A-152E5.1, MGC34554",16q21,6367,ENSG00000102962,OTTHUMG00000133454,483,Chemokine ligands
HGNC:10622,CCL23,C-C motif chemokine ligand 23,Approved,gene with protein product,SCYA23,"Ckb-8, MPIF-1, MIP-3, CKb8",17q12,6368,ENSG00000274736,OTTHUMG00000188409,483,Chemokine ligands
HGNC:10623,CCL24,C-C motif chemokine ligand 24,Approved,gene with protein product,SCYA24,"Ckb-6, MPIF-2, eotaxin-2, MPIF2",7q11.23,6369,ENSG00000106178,OTTHUMG00000156635,483,Chemokine ligands
HGNC:10624,CCL25,C-C motif chemokine ligand 25,Approved,gene with protein product,SCYA25,"TECK, Ckb15",19p13.2,6370,ENSG00000131142,OTTHUMG00000141287,483,Chemokine ligands
HGNC:10625,CCL26,C-C motif chemokine ligand 26,Approved,gene with protein product,SCYA26,"MIP-4alpha, eotaxin-3, IMAC, MIP-4a, TSC-1",7q11.23,10344,ENSG00000006606,OTTHUMG00000130403,483,Chemokine ligands
HGNC:10626,CCL27,C-C motif chemokine ligand 27,Approved,gene with protein product,SCYA27,"ALP, ILC, CTACK, skinkine, ESkine, PESKY, CTAK",9p13.3,10850,ENSG00000213927,OTTHUMG00000019834,483,Chemokine ligands
HGNC:17700,CCL28,C-C motif chemokine ligand 28,Approved,gene with protein product,,"SCYA28, MEC, CCK1",5p12,56477,ENSG00000151882,OTTHUMG00000094811,483,Chemokine ligands
HGNC:10627,CCL3,C-C motif chemokine ligand 3,Approved,gene with protein product,SCYA3,"G0S19-1, LD78ALPHA, MIP-1-alpha, LD78, SCI",17q12,6348,ENSG00000277632,OTTHUMG00000188413,483,Chemokine ligands
HGNC:10628,CCL3L1,C-C motif chemokine ligand 3 like 1,Approved,gene with protein product,"D17S1718, SCYA3L, SCYA3L1","G0S19-2, LD78BETA",17q12 alternate reference locus,6349,ENSG00000277768,OTTHUMG00000191291,483,Chemokine ligands
HGNC:30554,CCL3L3,C-C motif chemokine ligand 3 like 3,Approved,gene with protein product,,MGC12815,17q12,414062,ENSG00000276085,OTTHUMG00000188419,483,Chemokine ligands
HGNC:10630,CCL4,C-C motif chemokine ligand 4,Approved,gene with protein product,"LAG1, SCYA4","MIP-1-beta, Act-2, AT744.1",17q12,6351,ENSG00000275302,OTTHUMG00000188414,483,Chemokine ligands
HGNC:10631,CCL4L1,C-C motif chemokine ligand 4 like 1,Approved,gene with protein product,"SCYA4L, CCL4L","AT744.2, LAG-1",17q12 alternate reference locus,388372,ENSG00000282604,,483,Chemokine ligands
HGNC:24066,CCL4L2,C-C motif chemokine ligand 4 like 2,Approved,gene with protein product,,,17q12,9560,ENSG00000276070,OTTHUMG00000188420,483,Chemokine ligands
HGNC:10632,CCL5,C-C motif chemokine ligand 5,Approved,gene with protein product,"D17S136E, SCYA5","RANTES, SISd, TCP228, MGC17164",17q12,6352,ENSG00000271503,OTTHUMG00000188396,483,Chemokine ligands
HGNC:10634,CCL7,C-C motif chemokine ligand 7,Approved,gene with protein product,"SCYA6, SCYA7","MCP-3, NC28, FIC, MARC, MCP3",17q12,6354,ENSG00000108688,OTTHUMG00000132889,483,Chemokine ligands
HGNC:10635,CCL8,C-C motif chemokine ligand 8,Approved,gene with protein product,SCYA8,"MCP-2, HC14",17q12,6355,ENSG00000108700,OTTHUMG00000132883,483,Chemokine ligands
HGNC:10647,CX3CL1,C-X3-C motif chemokine ligand 1,Approved,gene with protein product,SCYD1,"NTN, C3Xkine, ABCD-3, CXC3C, CXC3",16q21,6376,ENSG00000006210,OTTHUMG00000133469,483,Chemokine ligands
HGNC:4602,CXCL1,C-X-C motif chemokine ligand 1,Approved,gene with protein product,"MGSA, GRO1, FSP","SCYB1, GROa, MGSA-a, NAP-3",4q13.3,2919,ENSG00000163739,OTTHUMG00000160866,483,Chemokine ligands
HGNC:10637,CXCL10,C-X-C motif chemokine ligand 10,Approved,gene with protein product,"INP10, SCYB10","IFI10, IP-10, crg-2, mob-1, C7, gIP-10",4q21.1,3627,ENSG00000169245,OTTHUMG00000160887,483,Chemokine ligands
HGNC:10638,CXCL11,C-X-C motif chemokine ligand 11,Approved,gene with protein product,"SCYB9B, SCYB11","H174, b-R1, I-TAC, IP-9",4q21.1,6373,ENSG00000169248,OTTHUMG00000130101,483,Chemokine ligands
HGNC:10672,CXCL12,C-X-C motif chemokine ligand 12,Approved,gene with protein product,"SDF1A, SDF1B, SDF1","SCYB12, SDF-1a, SDF-1b, PBSF, TLSF-a, TLSF-b, TPAR1",10q11.21,6387,ENSG00000107562,OTTHUMG00000018054,483,Chemokine ligands
HGNC:10639,CXCL13,C-X-C motif chemokine ligand 13,Approved,gene with protein product,SCYB13,"BLC, BCA-1, BLR1L, ANGIE, ANGIE2",4q21.1,10563,ENSG00000156234,OTTHUMG00000130201,483,Chemokine ligands
HGNC:10640,CXCL14,C-X-C motif chemokine ligand 14,Approved,gene with protein product,SCYB14,"BRAK, NJAC, bolekine, Kec, MIP-2g, BMAC, KS1",5q31.1,9547,ENSG00000145824,OTTHUMG00000129139,483,Chemokine ligands
HGNC:16642,CXCL16,C-X-C motif chemokine ligand 16,Approved,gene with protein product,,"SR-PSOX, CXCLG16, SRPSOX",17p13.2,58191,ENSG00000161921,OTTHUMG00000090761,483,Chemokine ligands
HGNC:19232,CXCL17,C-X-C motif chemokine ligand 17,Approved,gene with protein product,,"Dcip1, UNQ473, DMC, VCC1",19q13.2,284340,ENSG00000189377,OTTHUMG00000182817,483,Chemokine ligands
HGNC:4603,CXCL2,C-X-C motif chemokine ligand 2,Approved,gene with protein product,GRO2,"SCYB2, GROb, MIP-2a, MGSA-b, CINC-2a",4q13.3,2920,ENSG00000081041,OTTHUMG00000160865,483,Chemokine ligands
HGNC:4604,CXCL3,C-X-C motif chemokine ligand 3,Approved,gene with protein product,GRO3,"SCYB3, GROg, MIP-2b, CINC-2b",4q13.3,2921,ENSG00000163734,OTTHUMG00000160861,483,Chemokine ligands
HGNC:10642,CXCL5,C-X-C motif chemokine ligand 5,Approved,gene with protein product,SCYB5,ENA-78,4q13.3,6374,ENSG00000163735,OTTHUMG00000160871,483,Chemokine ligands
HGNC:10643,CXCL6,C-X-C motif chemokine ligand 6,Approved,gene with protein product,SCYB6,"GCP-2, CKA-3",4q13.3,6372,ENSG00000124875,OTTHUMG00000130010,483,Chemokine ligands
HGNC:6025,CXCL8,C-X-C motif chemokine ligand 8,Approved,gene with protein product,IL8,"SCYB8, LUCT, LECT, MDNCF, TSG-1, IL-8, NAP-1, 3-10C, MONAP, AMCF-I, LYNAP, NAF, b-ENAP, GCP-1, K60, GCP1, NAP1",4q13.3,3576,ENSG00000169429,OTTHUMG00000151316,483,Chemokine ligands
HGNC:7098,CXCL9,C-X-C motif chemokine ligand 9,Approved,gene with protein product,"CMK, MIG","SCYB9, Humig, crg-10",4q21.1,4283,ENSG00000138755,OTTHUMG00000160889,483,Chemokine ligands
HGNC:10645,XCL1,X-C motif chemokine ligand 1,Approved,gene with protein product,"LTN, SCYC1","LPTN, ATAC, SCM-1a, SCM-1",1q24.2,6375,ENSG00000143184,OTTHUMG00000034548,483,Chemokine ligands
HGNC:10646,XCL2,X-C motif chemokine ligand 2,Approved,gene with protein product,SCYC2,SCM-1b,1q24.2,6846,ENSG00000143185,OTTHUMG00000034549,483,Chemokine ligands
HGNC:29079,KDM1A,lysine demethylase 1A,Approved,gene with protein product,"AOF2, KDM1","KIAA0601, BHC110, LSD1",1p36.12,23028,ENSG00000004487,OTTHUMG00000003220,485,Lysine demethylases
HGNC:21577,KDM1B,lysine demethylase 1B,Approved,gene with protein product,"C6orf193, AOF1","FLJ34109, FLJ33898, dJ298J15.2, bA204B7.3, FLJ43328, LSD2",6p22.3,221656,ENSG00000165097,OTTHUMG00000014316,485,Lysine demethylases
HGNC:13606,KDM2A,lysine demethylase 2A,Approved,gene with protein product,FBXL11,"KIAA1004, FBL11, LILINA, DKFZP434M1735, FBL7, FLJ00115, CXXC8, JHDM1A",11q13.2,22992,ENSG00000173120,OTTHUMG00000167103,485,Lysine demethylases
HGNC:13610,KDM2B,lysine demethylase 2B,Approved,gene with protein product,FBXL10,"PCCX2, CXXC2, Fbl10, JHDM1B",12q24.31,84678,ENSG00000089094,OTTHUMG00000169071,485,Lysine demethylases
HGNC:20815,KDM3A,lysine demethylase 3A,Approved,gene with protein product,"JMJD1, JMJD1A","TSGA, KIAA0742, JHMD2A",2p11.2,55818,ENSG00000115548,OTTHUMG00000130204,485,Lysine demethylases
HGNC:1337,KDM3B,lysine demethylase 3B,Approved,gene with protein product,"C5orf7, JMJD1B","KIAA1082, NET22",5q31.2,51780,ENSG00000120733,OTTHUMG00000163469,485,Lysine demethylases
HGNC:12313,JMJD1C,jumonji domain containing 1C,Approved,gene with protein product,TRIP8,"DKFZp761F0118, KIAA1380, FLJ14374, KDM3C",10q21.3,221037,ENSG00000171988,OTTHUMG00000018311,485,Lysine demethylases
HGNC:22978,KDM4A,lysine demethylase 4A,Approved,gene with protein product,"JMJD2, JMJD2A","KIAA0677, JHDM3A, TDRD14A",1p34.2-p34.1,9682,ENSG00000066135,OTTHUMG00000007560,485,Lysine demethylases
HGNC:29136,KDM4B,lysine demethylase 4B,Approved,gene with protein product,JMJD2B,"KIAA0876, TDRD14B",19p13.3,23030,ENSG00000127663,OTTHUMG00000180281,485,Lysine demethylases
HGNC:17071,KDM4C,lysine demethylase 4C,Approved,gene with protein product,JMJD2C,"GASC1, KIAA0780, TDRD14C",9p24.1,23081,ENSG00000107077,OTTHUMG00000019536,485,Lysine demethylases
HGNC:25498,KDM4D,lysine demethylase 4D,Approved,gene with protein product,JMJD2D,FLJ10251,11q21,55693,ENSG00000186280,OTTHUMG00000167838,485,Lysine demethylases
HGNC:37098,KDM4E,lysine demethylase 4E,Approved,gene with protein product,KDM4DL,"JMJD2E, KDM5E",11q21,390245,ENSG00000235268,OTTHUMG00000167858,485,Lysine demethylases
HGNC:52413,KDM4F,lysine demethylase 4F,Approved,gene with protein product,,JMJD2F,11q21,100129053,ENSG00000255855,OTTHUMG00000167862,485,Lysine demethylases
HGNC:9886,KDM5A,lysine demethylase 5A,Approved,gene with protein product,"RBBP2, JARID1A",,12p13.33,5927,ENSG00000073614,OTTHUMG00000168055,485,Lysine demethylases
HGNC:18039,KDM5B,lysine demethylase 5B,Approved,gene with protein product,JARID1B,"RBBP2H1A, PLU-1, CT31, PPP1R98",1q32.1,10765,ENSG00000117139,OTTHUMG00000041401,485,Lysine demethylases
HGNC:11114,KDM5C,lysine demethylase 5C,Approved,gene with protein product,"SMCX, JARID1C, MRX13","DXS1272E, XE169",Xp11.22,8242,ENSG00000126012,OTTHUMG00000021606,485,Lysine demethylases
HGNC:11115,KDM5D,lysine demethylase 5D,Approved,gene with protein product,"HYA, HY, SMCY, JARID1D",KIAA0234,Yq11.223,8284,ENSG00000012817,OTTHUMG00000036508,485,Lysine demethylases
HGNC:12637,KDM6A,lysine demethylase 6A,Approved,gene with protein product,UTX,,Xp11.3,7403,ENSG00000147050,OTTHUMG00000021402,485,Lysine demethylases
HGNC:29012,KDM6B,lysine demethylase 6B,Approved,gene with protein product,JMJD3,KIAA0346,17p13.1,23135,ENSG00000132510,OTTHUMG00000178021,485,Lysine demethylases
HGNC:12638,UTY,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",Approved,gene with protein product,,"KDM6AL, KDM6C",Yq11.221,7404,ENSG00000183878,OTTHUMG00000036319,485,Lysine demethylases
HGNC:22224,KDM7A,lysine demethylase 7A,Approved,gene with protein product,JHDM1D,KIAA1718,7q34,80853,ENSG00000006459,OTTHUMG00000157327,485,Lysine demethylases
HGNC:20672,PHF8,PHD finger protein 8,Approved,gene with protein product,,"ZNF422, KIAA1111, JHDM1F, KDM7B",Xp11.22,23133,ENSG00000172943,OTTHUMG00000021622,485,Lysine demethylases
HGNC:8920,PHF2,PHD finger protein 2,Approved,gene with protein product,,"KIAA0662, JHDM1E, CENP-35, KDM7C",9q22.31,5253,ENSG00000197724,OTTHUMG00000020253,485,Lysine demethylases
HGNC:25840,KDM8,lysine demethylase 8,Approved,gene with protein product,JMJD5,FLJ13798,16p12.1,79831,ENSG00000155666,OTTHUMG00000131677,485,Lysine demethylases
HGNC:25642,RSBN1,round spermatid basic protein 1,Approved,gene with protein product,,"FLJ11220, ROSBIN, KDM9",1p13.2,54665,ENSG00000081019,OTTHUMG00000011938,485,Lysine demethylases
HGNC:21186,ATAT1,alpha tubulin acetyltransferase 1,Approved,gene with protein product,C6orf134,"FLJ13158, Em:AB023049.7, MEC17",6p21.33,79969,ENSG00000137343,OTTHUMG00000031219,486,Lysine acetyltransferases
HGNC:24645,ESCO1,establishment of sister chromatid cohesion N-acetyltransferase 1,Approved,gene with protein product,,"ESO1, EFO1, KIAA1911",18q11.2,114799,ENSG00000141446,OTTHUMG00000178919,486,Lysine acetyltransferases
HGNC:27230,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,Approved,gene with protein product,RBS,EFO2,8p21.1,157570,ENSG00000171320,OTTHUMG00000163901,486,Lysine acetyltransferases
HGNC:4821,HAT1,histone acetyltransferase 1,Approved,gene with protein product,,KAT1,2q31.1,8520,ENSG00000128708,OTTHUMG00000132282,486,Lysine acetyltransferases
HGNC:4667,GTF3C4,general transcription factor IIIC subunit 4,Approved,gene with protein product,,"TFIIIC90, KAT12",9q34.13,9329,ENSG00000125484,OTTHUMG00000020842,486,Lysine acetyltransferases
HGNC:7668,NCOA1,nuclear receptor coactivator 1,Approved,gene with protein product,,"SRC1, F-SRC-1, NCoA-1, KAT13A, RIP160, bHLHe74",2p23.3,8648,ENSG00000084676,OTTHUMG00000125523,486,Lysine acetyltransferases
HGNC:7670,NCOA3,nuclear receptor coactivator 3,Approved,gene with protein product,,"RAC3, AIB1, ACTR, p/CIP, TRAM-1, CAGH16, TNRC16, KAT13B, bHLHe42, SRC-3, SRC3",20q13.12,8202,ENSG00000124151,OTTHUMG00000033061,486,Lysine acetyltransferases
HGNC:7669,NCOA2,nuclear receptor coactivator 2,Approved,gene with protein product,,"SRC-2, TIF2, GRIP1, NCoA-2, KAT13C, bHLHe75",8q13.3,10499,ENSG00000140396,OTTHUMG00000164671,486,Lysine acetyltransferases
HGNC:2082,CLOCK,clock circadian regulator,Approved,gene with protein product,,"KIAA0334, KAT13D, bHLHe8",4q12,9575,ENSG00000134852,OTTHUMG00000102141,486,Lysine acetyltransferases
HGNC:15904,KAT14,lysine acetyltransferase 14,Approved,gene with protein product,CSRP2BP,"CRP2BP, dJ717M23.1, PRO1194, ATAC2",20p11.23,57325,ENSG00000149474,OTTHUMG00000031962,486,Lysine acetyltransferases
HGNC:4201,KAT2A,lysine acetyltransferase 2A,Approved,gene with protein product,GCN5L2,"GCN5, PCAF-b",17q21.2,2648,ENSG00000108773,OTTHUMG00000133504,486,Lysine acetyltransferases
HGNC:8638,KAT2B,lysine acetyltransferase 2B,Approved,gene with protein product,PCAF,"P/CAF, GCN5, GCN5L",3p24.3,8850,ENSG00000114166,OTTHUMG00000130481,486,Lysine acetyltransferases
HGNC:2348,CREBBP,CREB binding lysine acetyltransferase ,Approved,gene with protein product,RSTS,"RTS, CBP, KAT3A",16p13.3,1387,ENSG00000005339,OTTHUMG00000129431,486,Lysine acetyltransferases
HGNC:3373,EP300,EP300 lysine acetyltransferase,Approved,gene with protein product,,"p300, KAT3B",22q13.2,2033,ENSG00000100393,OTTHUMG00000150937,486,Lysine acetyltransferases
HGNC:11535,TAF1,TATA-box binding protein associated factor 1,Approved,gene with protein product,"TAF2A, BA2R, CCG1, CCGS, DYT3","NSCL2, TAFII250, KAT4, DYT3/TAF1",Xq13.1,6872,ENSG00000147133,OTTHUMG00000022723,486,Lysine acetyltransferases
HGNC:20696,ELP3,elongator acetyltransferase complex subunit 3,Approved,gene with protein product,,"FLJ10422, KAT9",8p21.1,55140,ENSG00000134014,OTTHUMG00000102124,486,Lysine acetyltransferases
HGNC:6946,MCM3AP,minichromosome maintenance complex component 3 associated protein,Approved,gene with protein product,,"Map80, KIAA0572, GANP, SAC3",21q22.3,8888,ENSG00000160294,OTTHUMG00000090630,486,Lysine acetyltransferases
HGNC:25875,NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit",Approved,gene with protein product,NAT15,"FLJ14154, HAT4, NatF, hNaa60",16p13.3,79903,ENSG00000122390,OTTHUMG00000150268,486,Lysine acetyltransferases
HGNC:19088,ASH1L,ASH1 like histone lysine methyltransferase,Approved,gene with protein product,,"huASH1, ASH1, ASH1L1, KMT2H",1q22,55870,ENSG00000116539,OTTHUMG00000014011,487,Histone lysine methyltransferases
HGNC:24948,DOT1L,DOT1 like histone lysine methyltransferase,Approved,gene with protein product,,"KIAA1814, DOT1, KMT4",19p13.3,84444,ENSG00000104885,OTTHUMG00000150431,487,Histone lysine methyltransferases
HGNC:24650,EHMT1,euchromatic histone lysine methyltransferase 1,Approved,gene with protein product,EHMT1-IT1,"Eu-HMTase1, FLJ12879, KIAA1876, bA188C12.1, KMT1D, FLJ40292, GLP",9q34.3,79813,ENSG00000181090,OTTHUMG00000020995,487,Histone lysine methyltransferases
HGNC:14129,EHMT2,euchromatic histone lysine methyltransferase 2,Approved,gene with protein product,"C6orf30, BAT8","G9A, Em:AF134726.3, NG36/G9a, KMT1C",6p21.33,10919,ENSG00000204371,OTTHUMG00000031180,487,Histone lysine methyltransferases
HGNC:3526,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit,Approved,gene with protein product,,"KIAA0388, KMT6B",17q21.2,2145,ENSG00000108799,OTTHUMG00000180645,487,Histone lysine methyltransferases
HGNC:3527,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,Approved,gene with protein product,,"EZH1, ENX-1, KMT6, KMT6A",7q36.1,2146,ENSG00000106462,OTTHUMG00000158973,487,Histone lysine methyltransferases
HGNC:7132,KMT2A,lysine methyltransferase 2A,Approved,gene with protein product,MLL,"TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, MLL1, ALL1, HTRX",11q23.3,4297,ENSG00000118058,OTTHUMG00000166337,487,Histone lysine methyltransferases
HGNC:15840,KMT2B,lysine methyltransferase 2B,Approved,gene with protein product,,"KIAA0304, MLL2, TRX2, HRX2, WBP7, MLL1B, MLL4, CXXC10",19q13.12,9757,ENSG00000272333,OTTHUMG00000048119,487,Histone lysine methyltransferases
HGNC:13726,KMT2C,lysine methyltransferase 2C,Approved,gene with protein product,MLL3,"KIAA1506, HALR",7q36.1,58508,ENSG00000055609,OTTHUMG00000150553,487,Histone lysine methyltransferases
HGNC:7133,KMT2D,lysine methyltransferase 2D,Approved,gene with protein product,"TNRC21, MLL2","ALR, MLL4, CAGL114",12q13.12,8085,ENSG00000167548,OTTHUMG00000166524,487,Histone lysine methyltransferases
HGNC:29489,KMT5A,lysine methyltransferase 5A,Approved,gene with protein product,SETD8,"SET8, SET07, PR-Set7",12q24.31,387893,ENSG00000183955,OTTHUMG00000150477,487,Histone lysine methyltransferases
HGNC:24283,KMT5B,lysine methyltransferase 5B,Approved,gene with protein product,SUV420H1,CGI-85,11q13.2,51111,ENSG00000110066,OTTHUMG00000150484,487,Histone lysine methyltransferases
HGNC:28405,KMT5C,lysine methyltransferase 5C,Approved,gene with protein product,SUV420H2,MGC2705,19q13.42,84787,ENSG00000133247,OTTHUMG00000150483,487,Histone lysine methyltransferases
HGNC:14234,NSD1,nuclear receptor binding SET domain protein 1,Approved,gene with protein product,STO,"ARA267, FLJ22263, KMT3B",5q35.3,64324,ENSG00000165671,OTTHUMG00000130846,487,Histone lysine methyltransferases
HGNC:12766,NSD2,nuclear receptor binding SET domain protein 2,Approved,gene with protein product,WHSC1,"MMSET, KMT3G",4p16.3,7468,ENSG00000109685,OTTHUMG00000121147,487,Histone lysine methyltransferases
HGNC:12767,NSD3,nuclear receptor binding SET domain protein 3,Approved,gene with protein product,WHSC1L1,"FLJ20353, WHISTLE, KMT3F",8p11.23,54904,ENSG00000147548,OTTHUMG00000165115,487,Histone lysine methyltransferases
